PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,PCA 11,PCA 12,PCA 13,PCA 14,PCA 15,PCA 16,PCA 17,PCA 18,PCA 19,PCA 20,PCA 21,PCA 22,PCA 23,PCA 24,PCA 25,PCA 26,PCA 27,PCA 28,PCA 29,PCA 30,PCA 31,PCA 32,PCA 33,PCA 34,PCA 35,PCA 36,PCA 37,PCA 38,PCA 39,PCA 40
-11585207509.893028,95927753709.54102,22634478230.464886,-12848370268.286484,-18696308875.01623,-23377042711.90469,41169392365.90281,69818691005.03459,11445044965.111868,24583743576.49156,-17769640741.601036,-364500305.2668965,-363655483.2777861,-17844691699.552338,21912204038.500607,-4937596024.144965,6231276880.112646,-14344836331.05352,26862688886.93007,22478854764.54892,-25297330549.697617,284694697649.7105,26049993019.95806,-82359812094.45238,101864275.99897063,-18829700214.49241,15168853996.50616,11166360077.275484,14150189350.710648,28478114.135524854,-22550577689.845997,-46999987693.99798,-12520586142.214909,21414208610.5127,39724897813.666084,88796321907.28111,5689083381.4136095,9021669582.559824,14318531212.06244,-14294045743.801287
-11549957200.968903,95635792217.49435,22565535334.1719,-12809259205.07606,-18639401350.869392,-23305915383.295235,41044105363.144554,69606182629.22656,11410217971.593433,24508922072.325844,-17715574127.953705,-363390198.86491597,-362547955.1718073,-17790380030.5001,21845512297.91765,-4922570356.2353115,6212301203.142324,-14301204611.267258,26780926997.49717,22410496318.46256,-25220340443.55458,283828212012.73065,25970701708.02182,-82109130685.66275,101558639.27620307,-18772396669.94321,15122713797.034885,11132378349.92383,14107107939.644878,28410707.862369277,-22481945468.142464,-46856947454.57797,-12482494727.560677,21348997142.742565,39604001229.91299,88526062138.75473,5671794388.027108,8994210681.917309,14274940534.728146,-14250542189.50293
-12473820726.47778,103285964634.88239,24370879157.017776,-13833938600.266384,-20130439859.845467,-25170110830.133286,44327266222.24574,75174230046.83253,12322920440.681564,26469455167.39675,-19132612562.350243,-392462091.2520952,-391552456.1156438,-19213483496.623405,23592999030.752506,-5316329721.844573,6709291896.415936,-15445061164.178543,28923226140.84413,24202892104.916622,-27237767390.376095,306532423939.0898,28048203223.322636,-88677340202.91716,109660267.19151781,-20274024283.77345,16332288109.371014,12022869817.37345,15235646287.784588,30588543.205903053,-24280330275.898895,-50605131271.80814,-13480927276.48187,23056941568.1439,42771993880.32473,95607523079.60843,6125368558.277229,9713687060.980356,15416888972.287066,-15390476970.92759
-13658011761.532494,113091824596.76736,26684945619.837975,-15147356001.023575,-22041628070.27807,-27559601460.00186,48535563525.94615,82311259484.58902,13492805875.932308,28982432800.53495,-20948945850.882736,-429726039.32016784,-428730021.35115,-21037593283.679794,25832897717.48589,-5821043422.073336,7346327515.449775,-16911232951.271578,31669188991.185772,26500346152.707603,-29823670074.165493,335634294055.44324,30711110032.83324,-97096360764.54527,120044160.73700963,-22198783995.422714,17882695879.69712,13164285990.700071,16682189492.106981,33377316.99213289,-26585468876.033447,-55409488112.61652,-14760698818.951433,25246160667.212654,46832671396.55469,104684418871.18336,6706748433.178864,10635899700.605455,16880620550.669802,-16851625668.390747
-9193055406.194618,76125134355.09468,17965099477.048676,-10196416151.754719,-14837028836.31653,-18549962097.105137,32669844455.22631,55406493060.00785,9082031427.668007,19508806859.723835,-14100474998.739763,-289292592.6972078,-288621994.9312809,-14160984860.931786,17388851828.46179,-3918189396.551477,4945546302.956779,-11381979738.06824,21317570535.376892,17835155809.105602,-20074923052.524033,225924478379.27646,20672813964.038963,-65358911080.11555,80568298.72778918,-14942297339.871038,12035929919.901901,8861042365.155632,11229974496.167532,21481404.936868653,-17895304165.72851,-37297263098.37897,-9935025252.74475,16995734295.270117,31523893422.332203,70466046097.37143,4513154748.22178,7159355436.5842,11363383680.04239,-11343222153.397566
-8694381881.466087,71971201346.56172,16968983598.953506,-9638158583.53098,-14026151365.48248,-17544284307.76003,30891390968.735252,52379783181.4751,8588402346.766303,18444467129.830578,-13335825068.669767,-273305580.75714445,-272672537.89020133,-13388166613.068981,16439776906.280874,-3705026806.9870954,4672604643.6967745,-10769065235.920488,20153223542.395355,16878826156.745268,-18980574936.47751,213596068371.83508,19542780607.952457,-61788130084.8429,77500489.05918022,-14128641269.925858,11387157119.964735,8378621712.841264,10612897976.695253,25989084.63305929,-16919312573.784805,-35264063083.635544,-9397506996.069014,16057623814.71716,29806195219.61467,66619980347.658516,4274572196.864683,6768418714.662722,10739943801.821121,-10724593622.327003
-3164005255.685263,26175423373.054832,6161267783.41346,-3504122031.320677,-5100396014.233557,-6384967149.694198,11237732156.555437,19048003332.321594,3124805039.081675,6708253764.811458,-4853235632.668447,-99269150.24298358,-99039534.28976686,-4869122221.749868,5978893209.421982,-1347907799.5905633,1697402016.9542863,-3921920066.325745,7328869880.454082,6149638746.488891,-6903803922.162052,77683171526.47226,7106293683.768787,-22469108876.06588,29046251.892268546,-5139590243.99941,4146603180.863392,3047959018.122308,3857061290.9752264,13128040.354232542,-6153762347.563599,-12826591833.144928,-3420789956.8322177,5833119722.171185,10841904567.940973,24228617760.625423,1559607423.1985052,2461451279.1133804,3903860033.9102583,-3900679218.1306195
-4130005857.1461163,34174338111.86443,8048793977.110248,-4575498977.356821,-6659395970.579587,-8334191809.275593,14670590750.999489,24869852475.837624,4079128679.0345774,8758160787.891188,-6334907326.381001,-129664628.72422741,-129364560.62403232,-6357099022.8296385,7806039605.850258,-1759621962.8390946,2217026091.231045,-5117980486.298927,9568820080.726631,8023867221.852609,-9013205735.169678,101422378835.80621,9278486074.88112,-29336706163.83243,37526487.04959181,-6709683689.965199,5411376077.361606,3979052753.938668,5037013901.110033,15447108.079427406,-8034132505.996968,-16745656081.830465,-4464771592.989347,7618844717.240233,14154332018.176416,31632888699.265404,2033914845.5008245,3213723822.658209,5097840724.904143,-5092581847.21477
-5329161297.886463,44103944532.42818,10391953295.018734,-5905478334.309755,-8594693897.285559,-10753881716.291594,18932024284.317726,32096925672.207073,5263791399.545027,11302851696.363081,-8174196137.717806,-167397170.61511633,-167009641.82430553,-8204227848.291376,10074203459.333858,-2270709516.6351714,2862079660.1996164,-6602711117.394183,12349428261.048712,10350431411.133884,-11631749263.677092,130891500643.61014,11974984116.46987,-37861941548.99375,48050034.87756947,-8658744752.354053,6981404746.978114,5134880876.650379,6501782256.331116,18310688.55845152,-10368364751.254452,-21610656343.422478,-5760725886.495239,9835617453.208014,18266270818.892487,40824325126.984184,2622684839.282715,4147572525.0894995,6580020632.036346,-6572172158.797807
-6431535230.00836,53232132278.195915,12545983688.17474,-7128113566.828861,-10373792919.630173,-12978283575.1021,22849520850.507206,38740699038.47007,6352841522.859097,13642160704.218546,-9865039707.817951,-202084161.7704302,-201616230.64280945,-9902274816.530094,12159303602.870779,-2740547702.441492,3455068540.2178817,-7967615592.051398,14905612634.922567,12489231925.750448,-14038950965.251797,157982168916.102,14453846200.144667,-45699101631.70473,57725271.381123215,-10450498397.263124,8424722635.912567,6197422977.472929,7848325732.330241,20947639.41068965,-12514201484.088459,-26083003940.96807,-6952087337.397909,11873465972.79431,22046336933.55772,49273919863.226135,3163941279.493818,5006050061.618053,7942571112.024763,-7932344982.912673
-7525531048.06437,62290945912.58528,14683643888.307224,-8341456828.434132,-12139370819.04358,-15185779838.80985,26737244343.0089,45333979903.57292,7433614835.581798,15963690984.68508,-11543032768.52591,-236507535.57373747,-235959813.73737022,-11587416647.135921,14228557011.97088,-3206815103.725861,4043550771.7556868,-9322146591.689299,17442370062.191475,14611777141.079895,-16427857946.194654,184866948461.83014,16913869007.594538,-53476699516.66295,67326932.79656798,-12228634719.41532,9857071179.84698,7251889743.668654,9184635613.659061,23564403.712475903,-14643729874.446995,-30521361719.77352,-8134394344.530929,13895827150.486555,25797674527.29787,57659297795.34037,3701083977.5887027,5858003187.665406,9294766309.153097,-9282180497.728636
-9303788293.478678,77015939833.90785,18158491524.85286,-10313744449.321087,-15009305223.266476,-18773994774.06699,33056664109.731888,56051302029.68063,9190385875.590841,19737309530.591465,-14270558431.303816,-292463671.0714549,-291786246.3679696,-14326595294.419575,17592105295.19651,-3964722905.3845024,5000142365.033729,-11523865669.83516,21565846580.520554,18061835563.881935,-20310990559.188103,228567840507.61053,20912620154.315212,-66119121593.34555,82925384.81363234,-15118962715.128141,12185282941.466774,8965905525.186243,11356820309.62245,27779711.053190283,-18105249569.57599,-37735846041.56359,-10056189316.56039,17183223217.91905,31895412582.339497,71289636267.05249,4574151321.025485,7242844702.934509,11492766232.700808,-11476319811.622953
-11698346905.424416,96844353073.27098,22837716536.959877,-12969598428.237356,-18873912069.11203,-23605797044.65604,41566266203.321884,70483068291.1229,11556015232.502907,24818795982.57899,-17943378340.262413,-367813928.90298784,-366961842.9078533,-18015124555.258625,22121399980.086723,-4985305655.665325,6288282629.23046,-14488631519.44108,27118450269.138084,22707561199.329426,-25539943501.147522,287414680776.7221,26297274041.76611,-83143196587.74522,103925158.04665051,-19011020499.736084,15320382270.186586,11273964505.494299,14281860911.475956,33435340.553941723,-22766468195.191708,-47450734234.18851,-12644027311.319006,21610010759.56179,40106508530.641266,89644009437.40495,5749780278.183688,9107648484.827415,14452565821.027414,-14430907305.612297
-10773845751.152521,89188550955.32799,21030819923.855774,-11944138439.854126,-17381758448.581905,-21740323023.06295,38280749884.16597,64910875976.11229,10642668659.93542,22856823737.472958,-16525364151.042185,-338717985.6488178,-337933353.976566,-16590972389.83783,20372624284.564983,-4591265562.0296545,5790882459.637519,-13344049378.258621,24974558988.277557,20914086003.926533,-23521047273.786263,264693756844.0264,24218215669.456303,-76570092257.03212,95836861.34964484,-17508312196.876045,14110031379.183048,10382833329.015017,13152431198.823572,31336334.035493407,-20966767036.865685,-43699820451.571655,-11644924989.809807,19900657104.691624,36936219766.24515,82557324126.60081,5295981432.537865,8387638836.140909,13309729225.760284,-13290138423.309607
-13706128462.196564,113469767318.00017,26760919438.285126,-15196418008.347248,-22114233747.08671,-27657156189.99995,48701305641.48288,82583553675.84398,13539530435.478363,29079442320.488056,-21022954518.831497,-430990376.36181253,-429991855.340641,-21107823287.75067,25919049167.017418,-5841034224.641296,7368311058.312793,-16974563949.677158,31774098378.282665,26603006229.84231,-29924244188.26841,336755644846.5348,30812093491.771515,-97417229938.89062,121546101.06775391,-22274388702.58583,17949131417.28743,13209200412.407001,16734359369.531776,38234749.69665214,-26674738150.796986,-55596340260.54316,-14813883323.986954,25321605531.336617,46991243299.86483,105033484475.37296,6735580683.8336735,10671216908.124914,16934217704.849064,-16908226522.996302
-17152251285.789534,142005840586.5455,33495070019.651558,-19018596773.925564,-27675988406.535275,-34610830444.42316,60947893817.783264,103353047716.93155,16944022343.178318,36392466145.68364,-26308683245.244644,-539431259.8261918,-538181371.9452573,-26416172733.874916,32437386994.60317,-7309804869.531688,9222146936.564837,-21241287391.941326,39765134302.604164,33288861402.739544,-37449492260.546394,421445112545.7606,38561426611.946205,-121917449284.41318,151764474.2349212,-27875641633.650433,22460990748.756493,16530842077.538252,20943944483.402718,46359342.64289078,-33382932541.68739,-69577522441.28911,-18538160059.13206,31692447353.253315,58808240733.241295,131448194497.81009,8427467901.960539,13354951124.619085,21193823868.223824,-21160322084.512714
-17663980416.025005,146243016500.26956,34494819346.20773,-19586112480.603012,-28501811378.534428,-35643416482.52423,62766372940.57155,106436967986.51328,17449559006.03413,37478341842.749306,-27093585606.89106,-555530909.925227,-554243708.7645988,-27204381466.18447,33405259410.179207,-7527902055.680209,9497380403.774012,-21874919356.167027,40951670522.949936,34281791810.738125,-38566889622.3596,434020215637.072,39712064253.35034,-125555315188.11804,156265722.38031462,-28707361419.124092,23131019808.81932,17024067566.302313,21568958110.440594,47626914.08234885,-34379003539.918396,-71653538462.61826,-19091208567.697983,32638305911.195274,60562913004.459465,135370369934.58937,8678770417.32619,13753442198.81214,21826274724.311905,-21791697713.447582
-17859488250.0245,147861653229.55365,34876609196.537865,-19802893738.350346,-28817272870.191803,-36037923778.62212,63461080178.63859,107615025506.06589,17642693415.853355,37893156983.49085,-27393461986.430317,-561679537.4901159,-560378090.2448837,-27505483089.111633,33774993118.137486,-7611221995.644236,9602498018.205301,-22117035487.96944,41404928703.147026,34661230655.5344,-38993753204.608315,438824007705.48047,40151602134.407455,-126944976844.72784,157995530.87855142,-29025098566.699005,23387038597.519794,17212492391.969307,21807685255.22716,48155251.32560924,-34759514935.004105,-72446609584.82199,-19302513539.054436,32999548750.069813,61233231704.909515,136868666595.40337,8774829778.417215,13905667023.680841,22067850068.303078,-22032891134.52634
-17028053506.517166,140976466079.517,33251546214.189564,-18880648893.92199,-27475312367.4153,-34360242288.99396,60506288066.74334,102603707571.32922,16821287620.26134,36128672782.44866,-26118195149.70541,-535511755.4422875,-534270973.30340797,-26224682458.249466,32202244447.21384,-7256846848.490427,9155156345.187567,-21087687168.877243,39476833345.90627,33048329754.737247,-37178077340.15683,418390117328.11017,38281811327.92436,-121033493534.42278,150725099.9589946,-27673654102.218204,22298541165.63264,16411063457.61213,20791929250.980434,46283446.69123524,-33140968859.856808,-69073259545.96165,-18403991424.450424,31462224611.004837,58382063649.68588,130495307679.15768,8366730790.672472,13258131086.809689,21040039249.402794,-21006950298.147816
-19241540709.83325,159305432930.7979,37576882119.266525,-21335659455.590332,-31047670164.971157,-38826675247.06587,68372395682.98574,115944119182.17781,19008030566.421844,40825892082.63992,-29513284825.39211,-605163405.9928101,-603761175.5261291,-29634280878.612396,36389028347.887825,-8200253692.680974,10345878134.670086,-23828275337.24423,44609540184.602325,37342784266.0041,-42011613926.68684,472786893898.53033,43259266653.731094,-136770178045.03664,170140240.95619333,-31271394563.386486,25196581390.531406,18544587337.41142,23495763946.03094,51526140.92962686,-37449702340.12957,-78053502397.55211,-20796146232.457638,35554225941.03174,65972233894.341606,147461700582.50723,9453477320.294634,14981915636.885483,23776006802.55667,-23738109536.668224
-18037698026.166515,149336444516.774,35224063010.77618,-20000361934.12948,-29104667357.583736,-36397540186.07656,64094159250.48035,108688305247.91273,17818714564.647285,38271113261.02581,-27666811857.718796,-567276536.07952,-565962136.0080539,-27779823961.34722,34111863711.254982,-7687153981.419861,9698194858.109318,-22337845399.630623,41817878103.442604,35007384060.258606,-39382710059.61507,443200885900.56915,40552028183.920135,-128211030189.07617,159605735.0242762,-29314642733.70276,23620511117.330048,17384200589.591755,22025086726.939735,48782877.08036755,-35106223946.479904,-73169253475.28601,-19495158881.47236,33328413177.7291,61844043950.76094,138233788213.69394,8862550385.206276,14044356910.587917,22287870220.152943,-22252658853.117523
-20822717969.00274,172398121051.07428,40666294926.79828,-23089285430.712822,-33599445446.752857,-42017225310.48593,73991354507.58656,125473346588.10248,20570088190.24073,44181197573.13249,-31938528941.870224,-654913574.9073066,-653396032.5465696,-32069812701.943447,39379714865.22588,-8874155040.983152,11196382556.041098,-25786050954.15124,48275901340.10003,40410648923.82678,-45464307037.72354,511643417219.2018,46814715519.90947,-148011087780.06287,184029504.25258687,-33841347427.22524,27266825055.074226,20068616412.75648,25427091355.54333,55359840.20115803,-40527510745.94295,-84468271721.82484,-22504974571.80841,38477043904.58232,71394058283.94518,159581064721.23965,10229878677.13015,16213239598.95546,25730301566.96654,-25689027634.52511
-16747007139.78819,138647996810.58148,32701266554.202263,-18568675633.04918,-27021424533.809437,-33793167433.21131,59507210625.67731,100908804247.33223,16543587553.968224,35531958888.80746,-25687132230.008778,-526653144.247268,-525432922.0326607,-25791530419.67533,31670354360.975117,-7137031122.4273205,9003734406.402948,-20739942000.512527,38824730223.49821,32503625536.586647,-36564090797.08966,411479659515.90424,37649387133.31257,-119034122902.78957,148325643.46465993,-27216691476.919754,21930784746.1085,16140081221.99031,20448223647.26787,45904521.49308987,-32593622912.64327,-67932531818.5293,-18100330636.790997,30941845646.525784,57417951004.89735,128339889441.9396,8229061497.700561,13039131832.855526,20692297873.60156,-20660007319.025997
-61832817.96626334,512019538.1306119,120833745.2434899,-68581397.98470546,-99794275.15974301,-124767658.32529908,219738314.0787986,372665434.8783388,61085858.67159292,131216998.50428501,-94839943.97510637,-1945834.4242444092,-1941323.9745455778,-95247042.39215668,116957874.56604676,-26353802.82004042,33263806.930877786,-76555536.55656959,143382540.48273993,119959742.44735417,-135024492.55071026,1519574196.279237,139045849.93973982,-439605699.8650663,542064.8031093354,-100502388.41675271,80954011.3283522,59599568.02787292,75533090.1500093,144425.44399038807,-120364241.45051919,-250862344.11665764,-66823063.995856225,114313620.03530268,212030562.0712421,473956471.7203292,30355578.032513525,48154073.73653244,76430366.05106734,-76294810.99811861
-68764997.86437231,567413161.668706,132612306.81506082,-75848084.58007695,-110487337.84127404,-138801167.3445209,243858664.49158013,412709907.0654958,67854249.26623043,145429332.29737577,-105490978.28567609,-2139886.110935149,-2134966.245880626,-105543836.10801455,129593576.57330307,-29257459.03996579,36610666.68084052,-85506296.99083243,158803948.291059,134319616.02760363,-149720968.77158487,1683942910.7279525,153926961.77732572,-486810729.2119545,709427.6587152072,-111514732.56401695,90366342.2552688,66137574.833108954,83353808.96101058,624862.2303410497,-133427365.64599535,-278166430.622618,-74429560.22534147,125804983.03975837,235171669.6420091,525155819.387896,34268790.08480251,53341510.02481141,84423124.24916792,-84576616.43469971
-77104844.36033078,636484007.0473558,148919738.00882566,-85100479.89118496,-123949997.69539894,-155629286.13377452,273499201.8430215,462983548.0602387,76093801.07944345,163130261.7574664,-118282674.08263335,-2402468.2608410916,-2396939.097065298,-118392653.50422944,145371126.12371302,-32812277.590159725,41099301.89344033,-95829896.03275089,178146585.6177396,150494452.7839271,-167935072.6561643,1888931816.771229,172684970.55920398,-546114972.441405,781956.3888489803,-125071654.77917422,101283387.79423587,74177015.72907165,93545061.0777066,641804.1499909007,-149664138.61740208,-312006562.9552984,-83441855.66667733,141230534.98496398,263773208.53155112,589092407.582837,38360271.27537004,59837562.688204005,94734997.11044928,-94868523.85732904
-91036158.06889011,751855739.92841,176153620.8773341,-100554505.66052064,-146436881.13897783,-183739968.82452053,323010335.90018046,546956487.4645662,89857255.45321181,192696880.63793108,-139650594.7016489,-2841008.6438622093,-2834463.5261129998,-139854428.31141862,171724960.33588165,-38750224.80262489,48595870.87683148,-113076414.36744116,210454992.8923513,177517328.04952723,-198359228.29977334,2231332712.1541133,204016583.2873835,-645171781.3915846,903529.3416365909,-147716773.10732266,119520996.52656431,87605924.7855203,110566524.33177958,671906.9132963091,-176785215.7502525,-368531682.81066424,-98496912.35672684,166993050.57078248,311548306.44680536,695887897.4865662,45196900.94864903,70688068.88981996,111958263.62044379,-112059637.8484053
-115927353.67229111,957983927.0072997,224806012.67323706,-128164760.21874292,-186612518.78702968,-233965755.12499905,411470339.213683,696985201.9208997,114448243.66684568,245521955.12041575,-177828923.43196303,-3624466.396483479,-3616105.0371781494,-178198871.5378078,218809823.1207708,-49359398.39862562,61988589.86785444,-143892274.95444497,268178258.10459685,225802755.1295903,-252716739.72593316,2843081044.0349693,259994402.380254,-822149690.0854017,1121134.6511405648,-188176078.81281468,152107659.20287967,111598936.22705169,140976518.56765044,727423.7414657141,-225241060.08883762,-469522549.5373601,-125396338.28262472,213018206.73573983,396906147.91016454,886693095.7840517,57413863.362411015,90073968.66409329,142729095.74294898,-142774151.66049176
-158748162.4755213,1312583633.6160607,308497810.0269707,-175661818.5906842,-255725792.074555,-320370323.4743873,563648116.6416057,955076789.1947261,156752341.9319182,336396316.88561124,-243507905.3877697,-4972174.784894726,-4960689.217377083,-244162404.90800247,299809229.9945647,-67610417.50613433,85027092.3396569,-196906659.96661294,367478567.8081469,308872168.5808068,-346227480.6803245,3895463831.9597707,356291804.33950424,-1126601369.565715,1495841.0019810444,-257778186.99404272,208168265.07059926,152874111.4626055,193289274.05612046,824485.0704075972,-308599178.59411824,-643256435.5400493,-171672334.94179586,292191761.3381081,543746842.2199959,1214932606.5638118,78432649.03530477,123423226.71666947,195662818.50613064,-195612014.5531563
-206748277.57035303,1710073979.474253,402313047.5940554,-228903947.37265298,-333198703.9745029,-417225766.28758806,734232442.5403348,1244385974.847586,204173278.4719644,438262391.78915024,-317130951.28404295,-6482907.344274651,-6467919.624145391,-318104562.54772496,390605934.34965426,-88068976.87284186,110852317.83205089,-256333152.11407134,478789793.5721217,401988725.42751205,-451048789.00122964,5075137707.528717,464236921.00925905,-1467878158.609545,1915834.070529106,-335798969.34389037,271009440.65321064,199141696.4527258,251929655.45245284,933108.9713130173,-402039868.63808316,-838004253.4874084,-223545504.83587542,380942095.29742503,708348588.9240212,1582874387.7994018,101993531.34326987,160806249.17050844,254999259.9444277,-254840866.59210178
-298023743.38994867,2465917509.2376375,580698792.3642067,-330145044.2490993,-480515861.88844764,-601403362.5195361,1058607314.586678,1794517182.9457421,294346994.51339877,631964837.0380714,-457130371.70842427,-9355525.432099868,-9333878.723412912,-458708425.75489706,563259326.6427947,-126972037.78495058,159958470.686914,-369338877.2799421,690451913.1358309,579061659.4433784,-650371146.9708871,7318333831.01945,669497855.0610437,-2116827313.0046637,2715103.8993347534,-484159403.01680684,390508332.6247437,287121860.15129435,363434591.5090606,1142384.9380309582,-579721249.7653978,-1208325885.5996885,-322186586.9395483,549699190.2758311,1021346468.5096399,2282529704.8660407,146799179.6163081,231891416.4393571,367828202.93296146,-367467013.3395423
-377456854.12827384,3123696782.0349655,735941624.378599,-418251103.70443475,-608719982.3880011,-761685023.4419149,1340897007.8945873,2273273777.269149,372821301.08119243,800536032.608771,-578965707.9573914,-11855460.94570417,-11828018.827528378,-581070152.2239751,713512440.3983881,-160827722.8955168,202693777.72898695,-467682515.5422153,874652775.259923,733159698.5135572,-823833049.8056546,9270494407.083515,848128082.7904853,-2681581151.5866585,3410590.952790121,-613271198.1312041,494502638.8779472,363687283.85184366,460473004.9726183,1324105.3306864286,-734349954.8126674,-1530601280.1315439,-408029503.845688,696562249.032402,1293735368.8893325,2891410783.1704164,185791136.12863845,293753912.88949,466018793.5567747,-465480858.3146483
-279958988.86618173,2316357698.7812157,545422402.6880665,-310114817.13652664,-451367733.9014953,-564951166.594409,994417202.5300779,1685666370.4364617,276501576.3084711,593636407.236358,-429422072.2101124,-8787385.43984463,-8767054.552980732,-430887074.48446774,529096471.6327548,-119273405.00599898,150245840.96615884,-346967425.17894316,648571535.086191,544001551.0925307,-610929497.3503283,6874470021.474088,628885227.5648656,-1988424593.9652214,2555201.8790165624,-454800801.27272236,366852226.6452673,269711627.60201097,341376666.9273624,1093401.5239555715,-544562511.8347654,-1135047153.1522207,-302662179.539815,516321233.20183384,959409887.0458657,2144089173.2748773,137923224.27473837,217826054.81991392,345507075.4784098,-345181075.306998
-299765604.51391333,2480377589.667258,584134747.8011633,-332084655.6297713,-483336091.11524034,-604917279.5450666,1064806760.5424747,1805046653.1541455,296069227.25647026,635670290.0544608,-459801666.48953,-9410780.581627702,-9389001.316052945,-461398464.21017134,566562695.8695272,-127715372.78220885,160902432.81081852,-371488804.33135366,694502875.7736658,582424446.0046104,-654182788.0165892,7361249104.723873,673427623.3257271,-2129248754.0726268,2728463.3695325223,-486995160.0216425,392782636.214648,288803402.04576826,365574104.9854156,1138018.410561359,-583119734.0446064,-1215407559.404919,-324066888.97845334,552943421.5304431,1027330819.7825779,2295916225.6888566,147645080.08758456,233251746.93416274,369991691.6873441,-369621175.10553944
-328289720.0090367,2716578158.399896,639877093.06629,-363722059.2703721,-529372364.1709676,-662473923.4484204,1166174499.6709445,1976961611.6694047,324248828.33839357,696202208.3176717,-503552312.1351464,-10308427.908070894,-10284567.51658886,-505337063.8109732,620516707.3210055,-139872682.3513927,176247485.64666262,-406804607.8544624,760646939.047151,637762901.9969225,-716471089.3437095,8062246239.159417,737571140.7216471,-2332044070.166306,2978492.461229921,-533358015.74023086,430127488.58438164,316297354.17684054,400418481.28207105,1204526.498985711,-638645140.6285349,-1331133190.95632,-354893052.5309794,605677812.629452,1125142915.1201198,2514557843.3037925,161648310.23758897,255465760.62702197,405249991.7716388,-404816835.2831406
-343726449.3815176,2844400269.778669,670039139.583639,-380842519.2273591,-554285023.6960578,-693622656.1090224,1221031508.4612365,2069994244.123562,339498902.88446796,728959651.142333,-527229421.30474037,-10794153.256155325,-10769169.08610123,-529114876.04088503,649714352.3084731,-146451875.49997422,184550943.13354346,-425917871.9792809,796441166.4296433,667713493.3554285,-750179160.3843067,8441597195.894018,772282564.8127534,-2441787681.4494753,3114081.0319277328,-558448073.7456405,450338742.3858018,331176198.5887829,419273894.3892666,1241757.1383851613,-668693337.9541625,-1393759623.6023335,-371575926.72929233,634213182.536545,1178075365.7252986,2632877561.695249,169227963.58471388,267487025.34840152,424329597.29826546,-423863346.00129807
-359970242.9651477,2978901799.9518003,701775080.665071,-398857345.09876716,-580499376.0891601,-726399963.6693419,1278755686.063332,2167887871.6725764,355546149.8012594,763428877.3768194,-552144419.1379067,-11305230.625758355,-11279062.513179492,-554135087.9853886,680437763.0214163,-153374942.08932957,193287848.09922346,-446031041.14456505,834105676.094396,699231562.1135846,-785648928.9179891,8840771324.77124,808807572.0662298,-2557265388.219342,3256947.892422883,-584849439.5081998,471607266.23592114,346832682.2207189,439114015.09253955,1281731.8248616883,-700311789.214038,-1459658918.3315742,-389131222.1711749,664238188.9160428,1233774209.1956027,2757380005.273807,177204785.96179172,280136413.5255655,444405768.1205498,-443905226.28882253
-375758136.6544059,3109626972.0923195,732619198.8237357,-416366319.3910077,-605977618.671323,-758257382.0910841,1334859391.1404557,2263032828.033873,371142950.8758528,796930333.7687445,-576360217.8190994,-11801949.005503802,-11774630.817676317,-578452858.6074129,710298515.2475852,-160103658.96377507,201779306.9229519,-465579894.0275784,870712632.0126146,729865515.5988915,-820122827.0077716,9228737926.884958,844306985.6781231,-2669500657.3686514,3395865.352319516,-610509666.929895,492279037.5646645,362049677.5010104,458396879.2098355,1320863.573258922,-731042524.0711514,-1523708062.2958221,-406193844.53530145,693419657.6161627,1287909282.6406078,2878386805.163808,184958011.86864322,292430643.1256934,463918093.46212465,-463384398.2309929
-341595375.19315934,2826726292.4623265,665850640.0863276,-378473146.8371408,-550838927.0392572,-689323141.5187291,1213451239.7884872,2057126810.1354866,337392495.53918815,724430479.1543547,-523961032.81490356,-10726751.939176215,-10701925.56470482,-525826970.8130267,645676962.4419618,-145542897.4049138,183399312.78265634,-423284345.68537825,791490624.4541944,663591421.1643391,-745519619.8247834,8389143850.548306,767480762.6697217,-2426608493.385645,3096833.415222212,-554980786.9522045,447553212.62625885,329120151.24468213,416661883.2761828,1243071.3276309199,-664539146.6380949,-1385102531.0470634,-369274432.95943683,630255442.7342423,1170759192.7293222,2616516412.2154384,168188677.18045884,265824518.6302336,421687624.51602185,-421230185.8301717
-341363226.65268254,2824796984.6748033,665390845.8614253,-378214194.6683646,-550462526.7598275,-688854867.8198465,1212624458.4403496,2055721645.021533,337162873.23020476,723936105.0313404,-523605034.1217889,-10719361.272679228,-10694552.927098835,-525468106.6016399,645236179.0976439,-145443792.23676208,183273110.0571867,-422998201.45935357,790950041.5635209,663144212.5679559,-745011097.0270009,8383417922.002927,766956279.7926654,-2424950822.22148,3095155.2579746987,-554602569.6275647,447250448.309417,328895887.505179,416376048.1769557,1244145.2171115046,-664085756.2106171,-1384157846.7904665,-369023944.38311034,629821667.8846651,1169960958.948232,2614730263.361637,168076477.40263832,265643005.68769062,421398662.72201365,-420942786.9725745
