PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,PCA 11,PCA 12,PCA 13,PCA 14,PCA 15,PCA 16,PCA 17,PCA 18,PCA 19,PCA 20,PCA 21,PCA 22,PCA 23,PCA 24,PCA 25,PCA 26,PCA 27,PCA 28,PCA 29,PCA 30,PCA 31,PCA 32,PCA 33,PCA 34,PCA 35,PCA 36,PCA 37,PCA 38,PCA 39,PCA 40
-215750433.86972147,1769453842.5370483,406560906.43735266,-235703790.8316842,-343992007.53697944,-435734779.9919187,762338854.3324728,1285545457.6327252,212463075.90341896,453602976.8111272,-331078435.75033176,-6584150.108926021,-6569205.798115136,-329093082.77844256,404037277.2380509,-91521863.4885143,112809623.12490228,-270255833.9678246,494734043.5721574,426328762.1652794,-467377140.0060989,5251147966.00406,479141612.0369645,-1516185510.1255927,2798796.2543489155,-348505874.1806085,285334922.5679327,206733835.70235333,258040633.7597988,4458131.597757874,-416310340.7081962,-868336472.9074892,-234141566.39130443,387590485.8956759,734464449.3729683,1637263584.064776,110261958.45510964,166223373.1057129,261780292.4664993,-263898330.16376027
-258921743.3487573,2126389414.5449846,490439049.466363,-283470610.0577954,-413531399.6837867,-522859383.42399144,915617032.429706,1545260229.8065636,255090930.6312278,545080403.6989807,-397300401.0722535,-7936048.211948256,-7917989.417441482,-395489000.58374447,485565296.2301598,-109907946.88637502,135928904.1134837,-323807908.43514067,594662896.5906317,510335077.70792294,-561528902.4328371,6310454850.930475,576027734.4250528,-1822542735.4699128,3206529.898313749,-418605726.4013901,341949272.89402086,248306337.89605564,310599007.35896164,4686963.789445799,-500229230.53637576,-1043261130.9555366,-280828852.739664,467038712.55576164,882329442.6740799,1967643774.6623628,131596628.68781787,199786042.77596414,314984868.89937526,-317092080.0247204
-301031603.146837,2474520782.1676745,572229890.2525449,-330057033.4678795,-481354054.49722534,-607842568.3300403,1065119371.3241738,1798564974.8387423,296669582.58876634,634301677.0007424,-461894469.42611337,-9254364.983760552,-9233263.751504403,-460247105.5089374,565082077.7005581,-127841253.40982935,158474342.23324803,-376048518.93026996,692125606.7458879,592288898.9257679,-653359538.2464451,7343632377.249174,670521738.353584,-2121338301.1034439,3605760.5429727496,-486978455.5692683,397176481.63067585,288854719.0980056,361856000.0537516,4916735.7508349875,-582078752.8326532,-1213873415.968224,-326369901.33833367,544514853.8534902,1026550054.7918403,2289873699.4538445,152413976.91117257,232520556.73152813,366873184.36501974,-368974133.9758194
-324986849.0406083,2672303274.1940336,618529245.3601458,-356504130.8970413,-519872446.69795793,-656193260.1440786,1150100706.072884,1942438552.8727458,320312256.2495663,684992734.6871179,-498642786.362328,-10001197.861666227,-9978378.081685083,-497036869.98729116,610255362.7968767,-138036479.50015253,171250268.23930937,-405814653.8423101,747484940.4204569,639028554.2027049,-705542443.4941255,7930603695.963175,724185267.9436383,-2291045776.2332797,3846679.6891259775,-525840899.74665046,428637495.0440047,311902957.4593992,390930816.4768464,5107693.919238368,-628584960.7846172,-1310824045.0109026,-352291942.5927925,588417247.0929136,1108511840.714097,2472930970.268328,164322622.86219698,251114999.15332142,396316411.02570033,-398453305.01601064
-387323346.48813933,3187891695.6363764,739817118.0210965,-425517666.8977393,-620331263.2950869,-781990974.4368008,1371474760.6132734,2317619716.601794,381871906.5353113,817128989.5270771,-594261157.4002131,-11955613.457585907,-11928271.348540511,-592945587.1446253,728023160.9402277,-164589759.1614631,204670461.3660077,-483104195.7827804,891839672.9044838,760238784.9691726,-841534630.7019645,9460760450.23619,864151798.719979,-2733609289.031608,4424967.414407967,-627085482.9961408,510351918.39277387,371945009.03552103,466885127.4132204,5392584.883818898,-749800561.1073103,-1563484143.7628932,-419694025.81084996,703265116.9260409,1322080865.9007351,2950168016.038729,195078467.5245637,299597996.2215962,473196781.57753164,-475288214.77583367
-469488250.7254652,3867653598.37408,899836057.5304871,-516519522.54354733,-752786976.4261738,-947799375.3013287,1663308949.085172,2812289254.4734025,463019705.5923027,991338618.4307591,-720292870.6549087,-14533761.851013867,-14500455.704200163,-719394221.4055835,883292043.2978473,-199593647.32468665,248753843.4741442,-584947121.1494602,1082167537.4349115,919926622.9095117,-1020821791.7733004,11478151630.32029,1048700246.2453876,-3317124016.877198,5178100.929737414,-760556406.8445482,618029880.0221741,451097913.3045121,567054780.5490505,5728460.222806924,-909610069.7573597,-1896582162.5636253,-508526031.6075477,854757678.32548,1603637190.3755455,3579373228.829597,235573803.78833884,363520828.85070926,574580953.0275575,-576586484.0290687
-811776994.3820765,6701406285.321755,1568170176.1000843,-896031289.7166125,-1305061133.7443194,-1638492264.9423878,2879553170.163484,4874704372.571516,801148957.0063694,1717557842.9229252,-1245307434.9512215,-25297372.780207206,-25239138.841511924,-1246533417.02079,1530585170.7439756,-345464811.95348793,432770600.93208194,-1008855101.1102173,1875683457.073795,1584282645.2144806,-1768137823.0302963,19888164976.599007,1818192328.9479234,-5749991049.784538,8212171.884332799,-1316827087.3505125,1066276539.36899,780978551.1865038,984977101.6311973,6677323.0678320015,-1575774733.4002335,-3285022804.543471,-878477702.1546055,1487141496.807315,2777176807.6051865,6202442257.118561,403777628.0436085,630020204.1518583,997493508.2702372,-998846011.4787656
-861638351.7914103,7113624276.496749,1665019873.2582216,-951193982.1998396,-1385369270.0827067,-1739118863.018988,3056576432.4682946,5174639847.091234,850381454.3001888,1823203602.4308825,-1321791816.7681456,-26858405.3039547,-26796568.335451383,-1323212681.4333465,1624740044.5393083,-366699356.8881066,459466787.16526616,-1070711452.2407143,1991088016.5647137,1681320787.7861373,-1876873202.8702414,21111537601.447945,1930081817.7060494,-6103791735.726781,8684683.550404284,-1397786164.6509979,1131669262.3783822,828991159.8158966,1045670462.1456902,6948629.446804769,-1672691664.9968698,-3487042418.453313,-932401630.1468763,1578881495.6128662,2947946290.575799,6583990773.023687,428426150.4847758,668780746.5046002,1058934279.6189369,-1060278874.4513578
-900314743.4449135,7433201918.298899,1739993591.2990298,-993946560.7699081,-1447620434.1443827,-1817176661.9886675,3193845776.8980145,5407145648.671726,888563244.0594447,1905108310.1930225,-1381120696.4493976,-28067211.925822757,-28002585.400644843,-1382658674.7983012,1697733407.412127,-383166200.7620163,480141907.5000949,-1118723420.935593,2080549223.6933827,1756668757.0502775,-1961179348.6398323,22059971523.898506,2016811864.3654156,-6378050328.287628,9060288.559397753,-1460562675.1736667,1182421657.0128033,866221299.7624117,1092693890.0822108,7198590.238407054,-1747831356.582227,-3643674880.802863,-974239060.2573078,1649929516.933446,3080354912.7594194,6879784988.930813,447588890.0087698,698828505.169914,1106543544.682565,-1107907902.5744605
-882176183.8151331,7282289088.565375,1703920096.4316149,-973678647.5711793,-1418170390.9270084,-1780592490.2160428,3129203367.909669,5297209302.304267,870615384.0861899,1866439248.8493114,-1353306018.4739227,-27487866.25850601,-27424595.043560617,-1354582786.1100595,1663254968.3657331,-375417284.6336231,470248368.40214986,-1096396488.4581952,2038256460.4165683,1721801861.360672,-1921413646.2605908,21612081617.08031,1975772043.1364346,-6248355096.494496,8939137.241528187,-1430990011.5804515,1158793285.8604596,848686884.9913957,1070306763.0523218,7320851.980635567,-1712369787.7267976,-3569793851.0419445,-954677325.7883868,1615926049.003717,3017932688.51429,6740063830.689073,438865000.67289406,684627713.683572,1083918538.8247356,-1085430583.1638498
-934115732.620559,7711637703.344128,1804762162.5105789,-1031129892.6701216,-1501813277.315979,-1885414280.4522176,3313591867.122324,5609602414.756625,921897861.9474329,1976475758.2309275,-1432978663.996264,-29113357.57141538,-29046333.765453693,-1434448414.7315047,1761322210.3449268,-397535585.7811792,498047688.25309825,-1160840167.040211,2158454620.6975365,1822907260.539699,-2034669997.7887712,22886293432.45007,2092307278.4146833,-6616849858.616057,9434011.059841573,-1515317054.0328488,1226920026.4826038,898697032.756107,1133513565.490873,7615094.581949355,-1813315345.2764618,-3780212959.0012727,-1010851653.6581917,1711456542.578048,3195803931.3520045,7137466525.440327,464553610.454717,724998487.6322278,1147905690.9692624,-1149417113.4203007
-1053270930.399349,8697526944.620325,2036910200.1548104,-1163121696.795153,-1693924968.7943213,-2125866591.0933642,3736834546.867466,6327057650.025573,1039582105.0960966,2229138957.7468286,-1615748391.626644,-32853393.987580337,-32777717.08706656,-1617842922.445521,1986516531.8736582,-448300640.50393516,561996498.2066563,-1308513772.9288316,2434500257.6848793,2054439892.5402408,-2294693754.029633,25812207974.796215,2359974363.273722,-7463165399.052804,10520800.622141879,-1708888884.6038754,1383057172.5584168,1013491512.4332066,1278811853.544268,8078730.620832977,-2045092168.5901294,-4263311692.512643,-1139669637.1395757,1931217270.667673,3604147502.8548093,8050034981.564339,523254032.73904824,817709751.158263,1294961678.5647435,-1296333158.5993633
-1046120446.4000014,8637450263.571558,2022175111.9064527,-1155009004.694761,-1682171347.9955301,-2111457806.9349403,3711201769.9576507,6283214240.448948,1032483491.8106002,2213749983.1594896,-1604788772.8614492,-32617991.336107705,-32542877.01324493,-1606664021.7323265,1972785994.293719,-445231108.31875503,557985095.0916508,-1299819211.3136456,2417637746.2396407,2040959850.0478902,-2278889148.121904,25633899792.50775,2343590058.8193192,-7411432584.324891,10504054.595887212,-1697156653.4818413,1373840323.1910777,1006537317.8887242,1269798175.2544243,8261992.039490927,-2030987271.306683,-4233948009.8174005,-1131991518.4932826,1917427307.1308472,3579356516.9286604,7994391479.64285,519963304.69770324,812050152.3102819,1285875013.3468597,-1287393221.3368182
-943708569.2145174,7788468001.16414,1821216177.855794,-1041222560.6584065,-1516653795.8921473,-1904829998.4045224,3347014967.4117627,5665168352.115337,931271076.8476593,1996186535.3665223,-1447716182.7083106,-29383983.965160843,-29316382.548968554,-1448730695.6006954,1778849356.7942748,-401558165.8718048,502712562.65259105,-1173194115.4700265,2179852132.784088,1842698962.7910562,-2055045824.5289724,23114273382.932037,2112961917.190726,-6682354794.637316,9656238.240874749,-1530578346.8220453,1239915455.707774,907757024.716861,1144392558.7175133,8239355.086007672,-1831429937.4297616,-3818068495.632528,-1021367559.6127837,1727474396.1779778,3227882053.3625193,7208486312.013366,469924126.0748837,732195411.5898706,1159016578.1072426,-1160901371.5138776
-997713482.3175778,8234668302.14648,1925873269.1306112,-1100911859.7619538,-1603568227.9347413,-2013825111.8385265,3538679100.99582,5989792574.079324,984583999.2847011,2110543717.9218695,-1530559107.378261,-31071455.07524265,-30999963.038939327,-1531730172.05754,1880763739.3007696,-424550407.60405165,531575132.1365102,-1240241013.444932,2304757975.2776427,1947925358.1895626,-2172757206.346812,24438494106.61525,2234053232.517973,-7065273590.5290575,10182550.177565323,-1618230538.4506726,1310788333.8831596,959739996.8012283,1210041414.3831823,8596481.78733038,-1936342110.0148714,-4036764558.4732804,-1079788341.0502393,1826657658.6697323,3412756990.1423373,7621478396.663995,496690512.6233728,774148260.8756521,1225484694.6429412,-1227402398.1837413
-1067959402.4809396,8815325652.9565,2062242368.150215,-1178608434.9596732,-1716687251.5744772,-2155592238.535397,3788051888.967573,6412275183.864185,1053940549.3109657,2259358838.1416693,-1638312913.3620849,-33269650.008771785,-33193089.429650858,-1639741582.6147943,2013391168.2757916,-454463976.5386343,569169157.943343,-1327401376.0253003,2467314937.4700217,2084673758.2841935,-2325927499.813368,26161756590.889378,2391655779.6319776,-7563628245.186043,10852772.430716695,-1732276801.5351257,1402929490.4950771,1027375267.598666,1295520176.6566825,8998417.869293546,-2072862722.5963001,-4321339843.64976,-1155762576.4894016,1955846958.4964359,3653314418.065646,8158930977.887038,531437595.5686331,828746095.9196725,1312019481.3046243,-1313938960.5294583
-1011212814.7701335,8373571457.695561,1976115327.1519346,-1121579948.1429923,-1632035518.305031,-2040448695.678552,3593599898.4091644,6094573601.695718,999000381.976935,2145919151.8175652,-1551016607.712077,-31821404.135678124,-31747640.089796472,-1557672322.4722018,1912729500.9298306,-430990864.4155093,543997316.5851076,-1251988770.36754,2344878594.930262,1961821844.4367175,-2208190632.0312657,24851118921.47512,2273957026.176108,-7189314175.783537,8862247.039680982,-1643614810.7615955,1323921706.3515606,974692182.5137991,1235268665.8494253,2362916.766654928,-1968438025.1469033,-4102604285.82854,-1092827606.3896966,1869487740.8621173,3467548188.15426,7751086175.650823,496435564.8761968,787510982.1554252,1249943234.940604,-1247725630.2081676
-1232098257.8010998,10170604698.690548,2379563774.7647963,-1359841024.8677614,-1980634370.6822128,-2486884057.678622,4370359124.014152,7398163202.034021,1215941423.7386925,2606711954.513251,-1890107821.3555224,-38387973.784124754,-38299632.53993219,-1891838950.5623658,2322936016.043153,-524322831.77837235,656726172.4515805,-1531338268.829808,2846661835.138594,2404886000.308609,-2683500022.598659,30183903163.72799,2759385637.1068377,-8726543563.221188,12498591.938280683,-1998570194.8545022,1618481307.673444,1185306427.0381172,1494768182.8489435,10284931.396047253,-2391538598.854742,-4985673705.4174795,-1333372390.8074288,2256723832.8283234,4214937226.7366,9413311023.240633,613010333.9963758,956163170.090711,1513788430.2336862,-1515939726.6131485
-1373717721.4152515,11343619045.69532,2656583581.290547,-1516980946.6090803,-2209274167.8224406,-2772640229.5737453,4873717304.796718,8251964551.796573,1355862615.2938714,2907321214.4214334,-2107323549.5959837,-42848170.83269625,-42749485.85274785,-2110047130.45841,2590883972.4852943,-584690405.3940979,732970219.7947149,-1706622736.2868857,3175158545.1425385,2679500109.669661,-2992821707.8036585,33665184144.584988,3077957998.2050962,-9733714306.426804,13723677.699720092,-2228795445.5416403,1803844612.9297018,1321832898.4166083,1667864087.7533193,10545861.641732007,-2667281628.806844,-5560363517.529237,-1486404633.4054954,2518743628.0548143,4700659290.124242,10499135845.571749,682458805.0451388,1066485222.1943331,1688928744.3471832,-1690723578.908554
-1623811161.4298859,13414830035.196856,3145542852.7754784,-1794424317.13984,-2612972919.5887766,-3277278806.6701837,5762553291.701684,9759498045.521778,1602945936.1977384,3438114304.0296955,-2490919045.858997,-50721332.18609635,-50604391.97312779,-2495339875.023541,3064001704.553982,-691289717.60502,867560688.165499,-2016218028.386024,3755178136.0222635,3164582207.5735555,-3539008464.1900783,39812136079.739876,3640444119.5548935,-11512043399.877348,15901882.029229455,-2635327344.1593347,2131234439.458868,1562912410.8733025,1973453810.9795868,11070980.503506519,-3154171410.2166057,-6575125721.257458,-1756668448.4839842,2981275052.096593,5558334883.398781,12416384211.061712,805172295.8206432,1261279641.922169,1998138675.240512,-1999346180.7529905
-2100427451.0582151,17361794994.024612,4077157427.553994,-2323110089.4766917,-3382261097.923532,-4239000878.3806148,7456390670.49686,12632267313.496983,2073815649.422354,4449612358.024067,-3221959606.9819717,-65722621.23761697,-65570901.88328388,-3229564932.292623,3965587587.897816,-894435284.0200648,1124009104.1229584,-2606276082.13038,4860470379.644873,4089142499.932903,-4579850209.998732,51525957809.05797,4712315216.007837,-14900839065.78909,20066318.945794463,-3410044725.320251,2755200358.4894886,2022332442.9073296,2555751364.928646,12129704.680466052,-4082009072.2348523,-8508908961.815208,-2271738774.2245946,3862580110.206577,7192773753.13679,16069943647.000715,1039097550.7886822,1632483248.237886,2587344397.2399936,-2587470595.4898663
-2787385895.3734727,23050534943.051083,5419814697.194106,-3085093419.933917,-4491026185.495013,-5625156501.587893,9897729455.21728,16772759067.332342,2752486845.201624,5907480166.004611,-4275626924.925287,-87342968.52959645,-87141125.68068314,-4287799222.4666147,5265037606.549515,-1187230909.1975446,1493612460.8697598,-3456761832.228108,6453517134.680666,5421785356.034372,-6080015043.567877,68409026195.94432,6257188174.277574,-19785072300.555347,26074713.237094548,-4526648849.952553,3654556658.657178,2684497297.3744807,3394993750.9497604,13682207.864124386,-5419298996.980596,-11296070024.367813,-3014128479.121867,5132750429.340446,9548493477.85706,21335795400.688267,1376288730.9691668,2167495800.7392273,3436547780.93918,-3435132831.4697814
-3485728489.4600697,28833524850.412533,6784702103.292766,-3859699373.5381246,-5618159911.932026,-7034283753.249033,12379519824.583239,20981846569.94418,3442403946.8740172,7389501839.504543,-5346755585.754035,-109321327.84874028,-109068533.13757902,-5363566044.287439,6586016466.209369,-1484878122.5485651,1869336451.2498877,-4321345909.092969,8072956152.775147,6776522961.28988,-7605035336.234211,85571809711.16318,7827654444.862286,-24750222544.585205,32183889.50187624,-5661754226.770162,4568820782.351445,3357633775.3507133,4248136532.4329576,15265733.83404519,-6778745355.6310625,-14129410135.797247,-3768822267.841738,6423954699.780881,11943244656.256035,26688889896.891693,1719073619.6122632,2711372085.4371243,4299817441.656671,-4296839289.866772
-4615640771.30778,38190197832.26095,8992941899.464573,-5112972597.074896,-7441814397.375392,-9314243028.78653,16394995551.993711,27791980137.42097,4558677713.631044,9787361722.840162,-7079833953.792426,-144880265.06136736,-144545037.58675766,-7104118088.509098,8723312150.789858,-1966464831.2411551,2477225168.9166436,-5720263845.943197,10693144175.317125,8968546930.99891,-10072471034.914822,113340583737.35805,10368600809.823477,-32783632588.564014,42076699.88987022,-7498325319.110426,6048118249.457336,4446751710.898147,5628464320.748312,17863643.53228691,-8978284627.781439,-18713666812.50164,-4989919157.479794,8513010018.878187,15817882880.708553,35350001408.34866,2273735912.998254,3591342959.785102,5696535926.055845,-5691051967.943299
-5820114304.191114,48164273691.98559,11346873685.932356,-6448941157.443768,-9385801781.920322,-11744654106.031218,20675438938.359604,35051478322.71111,5748611521.983469,12343445352.632862,-8927275872.712172,-182785322.17544803,-182362221.51827344,-8959520885.177246,11001637685.598824,-2479829977.213529,3125221876.222656,-7211499818.668504,13486224743.97638,11305232948.901213,-12702722533.335161,142941688235.2634,13077209876.485779,-41347124286.27474,52623935.058497556,-9456085143.470247,7625037261.671533,5607736775.7493725,7099868186.928493,20639934.675438702,-11322961779.845617,-23600419460.8642,-6291596132.90762,10739899181.353136,19948193301.271404,44582617855.4417,2865007188.9719486,4529378644.900553,7185413170.307836,-7177262609.303852
-3791832116.2622805,31368767875.118885,7383316594.209506,-4199313805.679807,-6112311672.071978,-7651935877.048782,13467460429.902966,22827149391.403072,3744830070.65507,8039211884.298756,-5816258487.055567,-118959768.82429789,-118684621.240555,-5835180032.481756,7165132519.828256,-1615355402.4833362,2034101746.7144623,-4700246172.242399,8782930397.96948,7370165655.941433,-8273581712.785008,93095921016.56165,8516173063.087721,-26926996607.67944,34840932.28827206,-6159353343.6747675,4969503393.570983,3652716911.098309,4622219919.435476,15869232.995626977,-7374713936.615271,-15371504711.516386,-4099603824.894639,6990185148.703388,12993055928.468266,29035683138.986366,1869226577.514678,2949809919.062867,4678325770.749767,-4674603056.480019
-4403169998.423751,36431207157.667175,8578100967.944468,-4877400410.079853,-7099003235.133585,-8885505010.368813,15640034826.885494,26511783288.519295,4348789672.549184,9336576718.140692,-6753938554.467653,-138199152.85871804,-137879401.650265,-6776907909.052637,8321519122.903732,-1875917927.2476892,2363003313.2225394,-5457125430.894995,10200587246.123064,8556148420.681059,-9608589863.950396,108120250236.08194,9890956873.079008,-31273486585.953453,40192307.39053486,-7153030901.561586,5769872193.20999,4241984550.432877,5369051608.24498,17269963.96354011,-8564776897.562951,-17851820634.23945,-4760275835.641077,8120480231.327855,15089431523.349745,33721788856.573395,2169320699.491215,3425919459.075782,5434024882.396964,-5428943222.666017
-5281272340.567316,43702636956.13683,10294186945.624102,-5851364561.889868,-8516233420.630829,-10657357971.527962,18760621100.63166,31804194911.07149,5216291575.350284,11200045978.06863,-8100786915.004045,-165833090.64895844,-165449278.78623152,-8129557602.509476,9982493362.613482,-2250178340.585872,2835412706.6067615,-6544289606.693627,12236834415.93333,10259677836.234673,-11526130370.592787,129700430154.96396,11865621107.238857,-37516551938.586006,47882239.43364168,-8580303157.064313,6919502093.796099,5088381442.083428,6441751368.076944,19296786.097322926,-10274124009.633488,-21414425265.657402,-5709243505.8811455,9743950472.469816,18100565069.65297,40452669858.451546,2600380735.6434064,4109778238.1385474,6519463756.694217,-6512439888.47472
-5689510910.399028,47083221328.28538,11092033481.723034,-6304175259.773414,-9175123798.69606,-11481109619.351744,20211419020.320126,34264710662.85716,5619602841.29117,12066397411.40574,-8726949985.462875,-178680668.33239898,-178267078.198635,-8758422513.548693,10754702576.926613,-2424176357.738133,3055045106.2580976,-7049718753.44246,13183513870.319962,11051654914.75846,-12417619391.334839,139733343012.43033,12783670680.10758,-40419040218.65826,51456101.57539648,-9243859344.65583,7453972557.176614,5481881538.746547,6940467911.094984,20233564.592513066,-11068821713.903984,-23070725567.822567,-6150426711.582248,10498733756.087261,19500478684.565742,43581946818.185196,2800778813.8649974,4427713533.814257,7024101996.475904,-7016171565.375624
-5933040907.521584,49099893833.16011,11568000729.117336,-6574299287.637472,-9568183139.561613,-11972508599.339207,21076881890.375294,35732523606.7841,5860194468.814476,12583215290.749018,-9100480103.677498,-186345029.77669778,-185913672.91291752,-9133569161.098854,11215360757.008684,-2527973470.197525,3186068844.4062953,-7351222268.715649,13748252343.739698,11524088802.496635,-12949432120.744347,145718432712.06537,13331330985.12092,-42150510871.48733,53586778.112042226,-9639699156.18188,7772800711.451497,5716621189.030923,7237979230.724007,20786838.63645919,-11542894585.68798,-24058782153.73332,-6413608075.521511,10949006812.650396,20335588482.595203,45448703920.434494,2920317879.506529,4617376674.806479,7325144983.089901,-7316670122.756839
-4321932848.541508,35758899175.80401,8419694025.106415,-4787379564.427352,-6967988568.633095,-8721573889.198404,15351439126.86773,26022507919.56964,4268549295.859996,9164279285.332466,-6629331841.377767,-135647477.5214514,-135333638.63086954,-6651845016.977153,8167950972.406586,-1841303676.6608531,2319375571.025154,-5356473021.576013,10012336369.15454,8398364041.823862,-9431278422.587288,106124977660.5584,9708414253.638714,-30696331309.893654,39459479.86719399,-7021038937.966315,5663447125.636878,4163709533.956219,5269941650.681431,16989013.73108097,-8406724322.984296,-17522393280.872395,-4672459444.826662,7970552215.818863,14810984915.315788,33099474772.613747,2129338811.4408784,3362695131.292018,5333721988.321976,-5328758789.070777
-2948094135.105458,24382600781.254814,5735002315.672525,-3263611822.138115,-4750716133.329943,-5949408259.30017,10469176217.414291,17742456909.13399,2911305422.6979947,6248842055.60377,-4522112307.167623,-92415642.47580765,-92202017.6412473,-4535598339.595129,5569325450.56873,-1255759274.3011065,1580312585.2660918,-3655500448.9648314,6826597832.597027,5732987772.199552,-6431236679.520074,72362354992.4698,6619032190.542093,-20928973433.637833,27415040.158982478,-4788025551.980955,3864747400.7970223,2839493410.2178,3591724502.9194684,13760767.438177994,-5732411252.981562,-11948606362.050852,-3187733973.4659467,5430708213.358371,10099980941.293863,22568885237.627193,1454859223.6346705,2292787041.491069,3635564974.113557,-3633602994.6682453
-3023289546.363818,25005371422.28992,5882036006.083145,-3347034984.0111666,-4872101154.298122,-6101137073.200066,10736427297.023201,18195744173.8575,2985596601.1637845,6408440475.859341,-4637447481.82777,-94783119.02075335,-94564004.65005423,-4651448041.624602,5711582428.987096,-1287810944.3890529,1620783815.7991045,-3748582349.631604,7000998768.5057745,5878827400.269706,-6595462881.082383,74210617593.16455,6788161933.508249,-21463684255.70772,28068820.45197017,-4910259876.823725,3963179861.9612727,2911980130.764348,3683612769.9765573,13913742.013329376,-5878808576.953788,-12253722786.095774,-3268992761.609148,5569791161.866374,10357864247.97318,23145363287.356365,1491750001.4926724,2351357955.699012,3728540970.240375,-3726399174.219012
-3632493458.142741,30050133972.21251,7072644926.422972,-4022753461.664632,-5855347167.544273,-7330400384.420561,12901416598.793367,21867511521.93795,3587447769.2071996,7701275304.734963,-5571854476.788111,-113955276.60091731,-113691717.04214859,-5589887627.897398,6863931191.858684,-1547463794.4634628,1948536261.2082675,-4502820628.4067545,8413705288.111585,7060672829.731245,-7925809769.358468,89182485677.19461,8158144911.276364,-25794996436.505157,33401828.840621967,-5900468150.548341,4760755794.661582,3499190447.449819,4427835757.078433,15310864.348446745,-7064716258.00089,-14725378528.735945,-3927358902.736021,6696137125.818716,12446920407.637081,27815106121.161602,1790798008.944168,2825804983.7970757,4481600628.206011,-4478105462.267497
-4237748120.551901,35062216950.066,8255556534.587769,-4694096502.753137,-6832225010.078015,-8551694271.995656,15052377141.306545,25515496710.16888,4185398300.8035355,8985735059.702389,-6500203813.570426,-133003436.14364983,-132695719.39428665,-6522248162.016259,8008815339.700728,-1805433999.0286427,2274168553.9474673,-5252165066.056284,9817261483.95092,8234845953.4174,-9247537724.918774,104057367527.42015,9519255176.151707,-30098254922.523697,38699003.91127586,-6884260285.376164,5553157353.935826,4082595795.2700047,5167241881.858843,16693427.950334223,-8242941230.938874,-17181021131.32255,-4581455735.366161,7815197099.5666065,14522441422.122189,32454599664.450333,2087901341.1384964,3297178848.9117765,5229785306.822926,-5224941934.27524
-738257049.4512675,6113296122.468367,1442703633.7509565,-818832158.9477398,-1191500920.853732,-1489672767.7204118,2623581951.9785485,4449467074.677821,729339917.4527075,1566674684.2971485,-1132348633.3188703,-23232598.03236044,-23178745.120575555,-1137209922.3101318,1396427198.8184726,-314653360.7457127,397156001.97391164,-914040830.1231587,1711926605.1868584,1432267969.5556784,-1612134287.7638056,18143067894.774376,1660148531.3500197,-5248705486.443188,6471762.012204586,-1199955068.4939456,966556289.4685299,711593686.2414911,901832930.8094448,1724481.4296385308,-1437097880.4334784,-2995189032.08448,-797839511.9291701,1364855579.9482296,2531554532.218302,5658838338.669044,362432894.6195914,574938520.4869466,912546654.9584699,-910927314.4091256
-676267950.8179952,5597791334.918855,1319636816.7439213,-749617351.0887598,-1090914742.1228764,-1364639403.5414171,2402726864.886493,4073967488.5315437,668012307.3571455,1434582461.5784457,-1037288957.5827528,-21255557.764701378,-21206331.796132114,-1041306119.8862484,1278654085.6963296,-288177436.8188655,363391221.8348373,-837692853.8677119,1567469284.3067958,1312998022.6870277,-1476287420.379226,16613119154.50731,1519979864.160922,-4805721133.400971,6044535.118675427,-1098920556.2392266,885764407.7625729,651686670.9413054,825403154.7144293,2085748.9806559496,-1315959421.7766056,-2742798149.0603456,-730972652.838999,1248809185.537613,2318301218.06151,5181572549.3684025,332556505.59029233,526432550.2669076,835295149.0413243,-834143454.9476644
-440386339.1167308,3644522597.0132666,858676103.0888319,-487991013.5391604,-710216429.2257317,-888671857.2591817,1564462231.178485,2652311306.8009076,434979791.9869434,934011799.8305132,-675490586.9185442,-13832467.440269627,-13800447.781695923,-677954395.4132642,832479451.8724434,-187642059.1558122,236495225.85683876,-545646355.9749258,1020488944.0074712,855372129.6198273,-961191945.1845573,10816199417.96991,989543179.155198,-3128699013.397938,3976769.5675784103,-715521084.8852599,576938619.9428325,424324290.3752037,537257051.7682204,1534838.7559875625,-856790065.8646252,-1785800695.705441,-476053785.71588576,812721903.7700164,1509440337.6711297,3373508327.7597775,216755123.80420277,342733055.7916102,543725884.6489663,-543091680.0356885
-389897365.9138189,3226439357.4320564,760011820.3440616,-431991899.9865906,-628730766.5078552,-786793973.4272184,1385037391.9965312,2348016177.2683797,385100716.0874004,826868234.3091047,-598049900.9694911,-12243622.048974954,-12215285.033522949,-600181560.0272859,736978976.7682778,-166123132.8698605,209334264.42857006,-483135331.15675914,903411782.386958,757419436.8892542,-850939372.8171186,9575410152.552124,876007123.1985556,-2769744717.695003,3534094.1803338407,-633457054.2226264,510836121.0299976,375658916.1415195,475581724.9434934,1416542.5315139957,-758508115.0724527,-1580962111.5797074,-421489916.8237079,719381278.3565433,1336309256.6753256,2986505134.358271,191968155.60915563,303413517.79967535,481317787.8277114,-480794104.9606884
